text,date,retweets,favorites,negative,neutral,positive,compound
# Smart mobility city # Berlin? Our next generation shows the way forward! Zweirad statt Allrad! @ bmub @ TSBBerlin @ visitberlin @ isleutilities @ BMVI @ FahrradClub @ infralabberlin @ Umweltbundesamt @ Tesla @ GrueneBundestag @ VWGroup @ BMW @ GM @ ADAC @ MercedesBenz @ CSUpic.twitter.com/OZOM7dFD6F,2018-02-08 15:59:32,0,1,0.0,0.898,0.102,0.508
the dummy in the tesla when the world ends pic.twitter.com/lUlc8qNXq5,2018-02-08 15:59:31,0,1,0.0,1.0,0.0,0.0
tesla vs volvo ladies,2018-02-08 15:59:20,0,0,0.0,1.0,0.0,0.0
"Footie pundit Trevor Sinclair selling Tesla sports car after drink driving ban: The ex-England international, .. http://dld.bz/gATRQ",2018-02-08 15:59:18,0,0,0.184,0.816,0.0,-0.5574
You will see the U.S. ratings soon throughout the world if your not in orbit driving your Tesla,2018-02-08 15:59:12,0,1,0.0,1.0,0.0,0.0
@ elonmusk just shot the#FalconHeavy into space. With a @ Tesla roadster on its tip. Tgere was a live feed of the earth from multiple cams. Is as spherical as it gets dude. Google that. pic.twitter.com/6rJ9aY5zLb,2018-02-08 15:59:12,0,0,0.0,1.0,0.0,0.0
Why I no longer work for @ elonmusk in # Tesla or # SpaceX IT Support.pic.twitter.com/7PDgazpO7X,2018-02-08 15:59:10,1,0,0.167,0.833,0.0,-0.296
SpaceX Put a Car in Space. Why Can’t Tesla Put a Model 3 in Your Driveway? http://j.mp/2FXlqqS,2018-02-08 15:59:03,0,0,0.0,1.0,0.0,0.0
"Un cohete del tamaño de un edificio de 20 pisos, con 27 motores y un Tesla Roadster rojo, fue programado para despegar del Centro Espacial Kennedy de la NASA en Florida. # FalconHeavy de # SpaceX. # TRIÓN # SéDiferente | 98.5 FM # FalconHeavy # SpaceX # livefeedhttps://www.youtube.com/watch?v=AI8_bM1VMv4 …",2018-02-08 15:59:01,0,1,0.0,1.0,0.0,0.0
Your Tesla Model 3 Delayed? More Time To Get Your Personal Charging Infrastructure Ready (Video) | CleanTechnica: https://cleantechnica.com/2018/02/08/tesla-model-3-delayed-time-get-personal-charging-infrastructure-ready-video/ …,2018-02-08 15:59:00,0,0,0.103,0.761,0.136,0.1531
"Tendrás o no la razón, y cada quien sabe qué hacer con sus pesitos, pero la neta lo cagado de ver un Tesla con un wey circulando el espacio como si estuviera en la costera, no tiene madre... Jajajaja!!!",2018-02-08 15:58:56,0,1,0.131,0.869,0.0,-0.6458
"GOP congressman powers his off-grid solar home with a Tesla battery But libertarian, MIT grad Rep. Massie (R-KY) is still a climate science denier https://thinkprogress.org/gop-congressman-tesla-car-battery-to-power-off-grid-solar-home-8a8e6338ca86/ …",2018-02-08 15:58:53,0,0,0.098,0.827,0.075,-0.1531
Elon Musk sends a Tesla into space https://bloom.bg/2ErUouA pic.twitter.com/yrZP3rta5T,2018-02-08 15:58:51,0,2,0.0,1.0,0.0,0.0
@ elonmusk @ Tesla @ SpaceXhttps://twitter.com/30SECONDSTOMARS/status/961740356906762240 …,2018-02-08 15:58:46,0,0,0.0,1.0,0.0,0.0
Crypto car # crypto # cryptocurrency # bitcoin # ethereum # car # tesla https://www.instagram.com/p/Be9Ho5wlxHn/,2018-02-08 15:58:33,0,1,0.0,1.0,0.0,0.0
The 5 Most Genius Things Elon Musk Has Done for Tesla http://dlvr.it/QFc4kx # content via @ incpic.twitter.com/iIyxRUsh26,2018-02-08 15:58:33,0,0,0.0,1.0,0.0,0.0
"Elon Musk construye un cohete enorme para mandar un tesla a Marte, y lo podes seguir en vivo su viaje. (el del tesla). Hola Futuro. https://twitter.com/SpaceX/status/961001555817148416 …",2018-02-08 15:58:25,0,0,0.0,1.0,0.0,0.0
El primer Tesla autónomo que cruzará EE.UU. de costa a costa estará lis... http://fdhi.es/P-mQlvTQ  via @ DadowTech @ xataka,2018-02-08 15:58:22,0,0,0.0,1.0,0.0,0.0
Por qué TESLA y lo de su ‘pijo’ debería molestarnos https://www.estrelladigital.es/opinion/juan-b-berga/tesla-pijo-deberia-molestarle/20180208172829341183.html … vía @ estrelladigital,2018-02-08 15:58:21,0,0,0.0,1.0,0.0,0.0
Both are aliens in disguise Elon Musk = The Man Who Fell to Earth = David Bowie # ElonMusk # Tesla # SpaceX The other alien is of course Vitalik Buterin,2018-02-08 15:58:19,2,0,0.074,0.926,0.0,-0.25
"Yeah, sort of disappointed about that. They rigged it for 12 hours of video and nothing else. I mean, a Tesla's basically a sensor cluster on wheels, and they didn't even bother using it for telemetry.",2018-02-08 15:58:10,0,1,0.144,0.747,0.109,-0.3322
Falcon 2nd Stage + Tesla Roadster captured by @ SONEARobshttps://www.youtube.com/watch?v=ctF8PhPcAh4&feature=youtu.be …,2018-02-08 15:58:05,2,5,0.0,1.0,0.0,0.0
You gotta find a way to work in Elon Musk's Tesla Roadster into the next season of Red vs Blue.,2018-02-08 15:58:03,0,4,0.0,1.0,0.0,0.0
The $ TSLA dominance in the American large luxury sedan segment is clear for years now. The same is happening in almost all countries Tesla hops in. Even after loosing tiny ground due to Model X ramp up the Model S still destroyed the competition. Same will happen in Model 3 niche pic.twitter.com/JQgPzMPglg,2018-02-08 15:58:00,0,0,0.06,0.858,0.082,0.0516
"1) Yes! Exactly what I've been saying. As commercial heavy lift rockets become operational ( # FalconHeavy & others), NASA's SLS becomes redundant & a poor use of taxpayer dollars. 2) Tesla payload haters: NASA declined the opportunity to send science on this flight. https://twitter.com/Lori_Garver/status/961741175148417026 …",2018-02-08 15:57:59,19,55,0.137,0.749,0.114,-0.2714
"If only Elon Musk would have listened to @ ton_aarts for once, this whole shenanigan could have been avoided! # tesla https://twitter.com/nytimes/status/961495838240444416 …",2018-02-08 15:57:54,0,0,0.124,0.876,0.0,-0.4003
SUPERMAN!,2018-02-08 15:57:52,0,1,0.0,1.0,0.0,0.0
I heard a guy at the bus stop saying # binance has sent all # bitcoin into space in the boot of a # Tesla roadster... # Rumours,2018-02-08 15:57:47,0,2,0.099,0.901,0.0,-0.296
"I’ve seen so many Tesla’s in the past two days, it’s obviously a sign that I need one.",2018-02-08 15:57:46,0,6,0.0,1.0,0.0,0.0
Green = not a shit hole country Grey = is a shit hole country Talk to us when you have a car in space. And not some shit box Opel or Vauxhaull. A $250k Tesla is the bar. pic.twitter.com/g9ZpB6x6Bo,2018-02-08 15:57:44,2,3,0.0,0.744,0.256,0.839
"# ConspiracyTheory: What if @ elonmusk shooting his # Tesla into orbit with a space mannequin""driver"" was just a really clever/expensive way to dispose of a murder victim # SpaceX # FalconHeavy # genius",2018-02-08 15:57:41,0,0,0.228,0.772,0.0,-0.7783
,2018-02-08 15:57:40,0,0,0.0,1.0,0.0,0.0
Elon Musk Unveils 'Starman' in Tesla Roadster Launching on SpaceX's Falcon Heavy Rocket http://dlvr.it/QFc4Zz pic.twitter.com/1XmvIwLTKg,2018-02-08 15:57:35,0,0,0.0,1.0,0.0,0.0
Nou oke als we tesla’s gaan verspillen mag hij ook wel zo’n model s deze kant op sturen,2018-02-08 15:57:28,0,0,0.0,1.0,0.0,0.0
That's just little less than escape velocity.,2018-02-08 15:57:27,0,1,0.0,0.838,0.162,0.0407
"How this crossed an editor's desk without said desk then crossing the room with impetus baffles me. I presume this article was uploaded from the passenger seat of that Tesla roadster, because the author certainly isn't on planet Earth anymore. https://twitter.com/PeterBeinart/status/961721312627408896 …",2018-02-08 15:57:27,0,0,0.0,0.942,0.058,0.34
Sulla # tesla mancava lo sponsor # pornhub sulla fiancata # SpaceX # flaconheavy # elonmusk # starman # spaceman,2018-02-08 15:57:20,0,0,0.0,1.0,0.0,0.0
LMFAOOOOO THEY LOST THE TESLA IN SPACE,2018-02-08 15:57:15,0,0,0.277,0.723,0.0,-0.3182
I wish I had a @ Tesla so it can drive me home after work..,2018-02-08 15:57:12,0,1,0.0,0.787,0.213,0.4019
NASA Has Officially Listed Musk's Tesla Roadster As a Celestial Object https://gizmodo.com/nasa-has-officially-listed-musks-tesla-roadster-as-a-ce-1822843923 …,2018-02-08 15:57:10,0,0,0.0,1.0,0.0,0.0
since theres now a tesla up in space.... does it have a speed limit?,2018-02-08 15:57:05,0,3,0.0,1.0,0.0,0.0
"Elon Musk's rocket venture is making major strides in space, but his car company is struggling to find profits on the ground. Tesla posts wider Q4 loss https://buff.ly/2FV7gq8  via @ Automotive_Newspic.twitter.com/AB99GC3gWZ",2018-02-08 15:57:02,0,1,0.177,0.72,0.103,-0.4215
"Gostei de um vídeo @ YouTube http://youtu.be/kN7nMkUS9R4?aFalcon … Heavy, Tesla Roadster e Starman - O Show da SpaceX - Guia do Espaço S02E03",2018-02-08 15:56:52,0,0,0.0,1.0,0.0,0.0
"Mi é partito il pancreas così forte, che ha raggiunto e superato la Tesla. https://twitter.com/f1carcarla/status/961744538162401285 …",2018-02-08 15:56:43,1,8,0.0,0.844,0.156,0.34
Umm... Wrong @ Tesla on the @ SpaceX # FalconHeavyhttps://twitter.com/ChargePointnet/status/961750353107718144 …,2018-02-08 15:56:32,1,3,0.341,0.659,0.0,-0.4767
"Tesla Model X стал первым электромобилем, который пересек пустыню Сахара https://goo.gl/fb/Kv4grt",2018-02-08 15:56:28,0,0,0.0,1.0,0.0,0.0
Some of my questions have been answered. Here's what will happen to the Tesla that SpaceX shot into space http://flip.it/XEETfi,2018-02-08 15:56:24,0,0,0.0,1.0,0.0,0.0
SpaceX Put a Car in Space. Why Can't Tesla Put a Model 3 in Your Driveway? http://ift.tt/2BLIBGA,2018-02-08 15:56:21,0,0,0.0,1.0,0.0,0.0
Elon Musk Wants to Sell 100000 Tesla Semis Annually by 2023 http://ift.tt/2Bi821r,2018-02-08 15:56:20,0,0,0.0,1.0,0.0,0.0
NASA Has Officially Listed Musk's Tesla Roadster As a Celestial Object http://ift.tt/2BMO2Fm,2018-02-08 15:56:20,0,0,0.0,1.0,0.0,0.0
"Someone spotted a Tesla Semi on a public road, but what's it doing? http://ift.tt/2Bka7Kx",2018-02-08 15:56:19,0,0,0.0,1.0,0.0,0.0
So Many People Questioned The Tesla Roadster In Space That It Wound Up On Snopes http://ift.tt/2BMaMoP,2018-02-08 15:56:19,0,0,0.1,0.9,0.0,-0.1689
It's notable that Tesla had ties to the Bush Family Dynasty back in the early 1900s & Germany. # DeepState state really is Deep Roots.https://twitter.com/latinapatriotnv/status/961742390196289536 …,2018-02-08 15:56:18,1,1,0.0,1.0,0.0,0.0
Tesla Still Planning Coast-To-Coast Autonomous Drive http://ift.tt/2BiWFq0,2018-02-08 15:56:18,0,0,0.0,1.0,0.0,0.0
Nuevo Tesla Model 3. http://bit.ly/2si75n1 # Tesla,2018-02-08 15:56:17,0,0,0.0,1.0,0.0,0.0
Report: Tesla factory suffered higher injury rate than average - SFGate http://ref.gl/1SpPVefz,2018-02-08 15:56:16,0,0,0.4,0.6,0.0,-0.7184
@ slcuervo El primer Tesla autónomo que cruzará Estados Unidos de costa a costa estaría listo en menos de seis meses http://www.infobae.com/america/tecno/2018/02/08/elon-musk-aseguro-que-el-primer-tesla-autonomo-que-cruzara-estados-unidos-de-costa-a-costa-estara-listo-en-menos-de-seis-meses/ …,2018-02-08 15:56:12,0,1,0.0,1.0,0.0,0.0
Elon Musk’s Tesla Roadster and Starman Leave Earth Forever in This Final Photo https://www.livescience.com/61706-spacex-tesla-roadster-starman-final-photo.html …,2018-02-08 15:56:11,0,0,0.091,0.909,0.0,-0.0516
"Tesla to Turn 50,000 Homes Into ‘World's Largest Virtual Power Plant’ – At No Cost to Owners https://goo.gl/7Bs8Rc",2018-02-08 15:56:00,0,0,0.115,0.885,0.0,-0.296
I liked a @ YouTube video http://youtu.be/FIjNzHDFHpA?a  The Tesla Roadster Should Be Melting... [SPACE IS FAKE],2018-02-08 15:55:58,0,0,0.0,0.811,0.189,0.4215
"Tesla construirá la central solar ""virtual"" más grande del mundo https://peru21.pe/mundo/tesla-compania-construira-central-solar-virtual-grande-mundo-australia-394838 … vía @ peru21noticias",2018-02-08 15:55:57,0,0,0.0,1.0,0.0,0.0
# Tesla Model 3 debuts in Midwest http://detne.ws/2FWUE1Q  via @ detroitnews,2018-02-08 15:55:50,0,0,0.0,1.0,0.0,0.0
@ WIRED is Tesla's production of power walls impacting it's ability to produce model 3s?,2018-02-08 15:55:46,0,0,0.0,0.85,0.15,0.3182
Love this quote - “the buzz [ @ elonmusk ] creates with a stunt like [sending his # Tesla to space] is far beyond what marketing dollars can buy you” # thinkdifferently # disruption # marketinghttps://lnkd.in/e643WNN,2018-02-08 15:55:46,0,0,0.073,0.671,0.257,0.743
"Basically there will be no money in building cars... because the volumes will be far too low. All the money will be in the company that controls the service. And that war will be fought between Uber, Lift, Waymo, Tesla, and GM. And possibly Apple.",2018-02-08 15:55:43,0,0,0.204,0.796,0.0,-0.8591
@ LeilaniMunter and @ louiepsihoyos had one installed in a Tesla for @ RacingXtinction,2018-02-08 15:55:41,0,1,0.0,1.0,0.0,0.0
Clean Energy News: Tesla Plans to Triple Battery Deployments in 2018 - Greentech Media https://goo.gl/fb/BEPh4j,2018-02-08 15:55:33,0,0,0.0,0.714,0.286,0.5859
Your Tesla Model 3 Delayed? More Time To Get Your Personal Charging Infrastructure Ready (Video) At EVANNEX we http://feeds.importantmedia.org/~r/IM-cleantechnica/~3/quc_5mVikbA/ …,2018-02-08 15:55:33,0,0,0.093,0.784,0.123,0.1531
"Vous êtes complètement à coté. Surtout pour des gens qui politiquement ne prônent pas une importante décroissance (et quand bien même). Bref, c'est parti : 1-Commençons par ""la comm"" : Pourquoi une voiture ( # Tesla) comme charge (in)utile ?",2018-02-08 15:55:30,0,0,0.0,1.0,0.0,0.0
"Elon Musk colocou seu carro Tesla Roadster no espaço numa viagem para Marte a fim de testar o foguete que fará a viagem, o manequim recebeu o nome de Starman, 2018. Fotografias Sensacionais! pic.twitter.com/hCe93umPMN",2018-02-08 15:55:28,199,854,0.082,0.918,0.0,-0.3595
Check out NIKOLA TESLA AND HIS WORK by SLAVKO BOKSAN 1950 ~ HARD COVE is ultra rare type https://www.ebay.com/itm/NIKOLA-TESLA-AND-HIS-WORK-SLAVKO-BOKSAN-1950-HARD-COVE-ultra-rare-type-/162648995729?roken=cUgayN&soutkn=Cr2csL … via @ eBay,2018-02-08 15:55:24,0,0,0.101,0.899,0.0,-0.2808
It's just a Tesla Roadster. https://twitter.com/MinorPlanetCtr/status/961733487018545153 …,2018-02-08 15:55:11,0,1,0.0,1.0,0.0,0.0
"Tesla is not the only automaker producing EVs. Most now have EVs in production. Subsidies are only req'd until economy of scale is overcome, and competition lowers prices via normal market forces.",2018-02-08 15:55:10,0,0,0.046,0.954,0.0,-0.128
MANO O ELON MUSK MANDOU UM TESLA PRO ESPAÇO CARALHO ESSE HOMEM É QUASE UM DEUS,2018-02-08 15:55:10,0,0,0.0,1.0,0.0,0.0
"50,000 Solar plus PowerWall homes in just part of australia. That’s giga-revenue for Tesla $ tslahttps://finance.yahoo.com/news/world-largest-virtual-power-plant-210000866.html;_ylc=X1MDMTE5Nzc4NDE4NQRfZXgDMQRfeXJpZANmbW00cmVwZDdwbzhrBGcDZFhWcFpEeHVjejVsTjJKaE1EVXpZeTA0WmpZNUxUTmhaVFV0WVdRelpTMDFPV1F5WlRSak5EZGpOV1IxZFdsa1BHNXpQbFJUVEVFPQ0KBGxhbmcDZW4tVVMEb3JpZ19sYW5nA2VuBG9yaWdfcmVnaW9uA1VTBHBvcwM3BHJlZ2lvbgNVUwRzeW1ib2wDVFNMQQ--?.tsrc=applewf …",2018-02-08 15:55:09,0,0,0.0,1.0,0.0,0.0
It must be that red Tesla racing around Mars! https://twitter.com/tictoc/status/961750094700777472 …,2018-02-08 15:55:06,0,0,0.0,1.0,0.0,0.0
Bye bye # Starman! # DontPanic # Tesla # Roadster # SpaceX # Rocket # Mars # ToInfinityAndBeyond https://www.space.com/39633-spacex-tesla-roadster-starman-final-photo.html …pic.twitter.com/0yr7kMovvu,2018-02-08 15:55:06,0,0,0.0,1.0,0.0,0.0
That’s what I was waiting to hear. Me and my Tesla are freakin out of here,2018-02-08 15:55:03,0,0,0.0,1.0,0.0,0.0
This # natgas # startup is using the same leasing model that companies like # Sunrun and # Tesla use for rooftop solar panels! http://www.bloomberg.com/news/articles/2018-02-07/california-startup-uses-solar-playbook-to-lease-gas-power-plants … via @ TimLoh @ business # energy,2018-02-08 15:55:03,0,0,0.0,0.825,0.175,0.5983
"Granted it was a Moon Rover and not a Land Rover but even though I am a Brit, I find a Tesla way more cool than a Rover.",2018-02-08 15:54:49,0,0,0.0,0.795,0.205,0.598
' @ LiveScience: @ elonmusk's # Tesla roadster and # Starman leave earth forever in this final # photo http://goo.gl/PmccGC  http://ow.ly/HYlz30iihqo pic.twitter.com/55oE7JqlXM,2018-02-08 15:54:48,0,0,0.079,0.921,0.0,-0.0516
You vs. The Guy She Tells You Not To Worry About # SpaceX @ rytrahan # Tesla pic.twitter.com/ZOgOQiREhy,2018-02-08 15:54:48,0,4,0.172,0.828,0.0,-0.4404
@ MKBHD i found my first @ Tesla in melbourne australia. I think ima have to get myself one of these eventually! pic.twitter.com/a4HNiVb09j,2018-02-08 15:54:44,0,0,0.0,1.0,0.0,0.0
"I find @ HyperChangeTV 's analysis quite informative. # Tesla is on track for this insane growth. The pieces have already been laid out and the demand is waiting. If $ TSLA can produce even somewhat close to these numbers, people will be wishing they bought in below $400/share.pic.twitter.com/kL0NVUfaL5",2018-02-08 15:54:42,0,4,0.092,0.818,0.09,-0.0323
"Tesla (mi perrito) pesa como 400gr y hace rato se le puso altanero a un labrador como de 40kg. Para él nadie está fuera de su liga, supongo. # lifelessons",2018-02-08 15:54:31,0,4,0.0,1.0,0.0,0.0
Footie pundit Trevor Sinclair selling Tesla sports car after drink driving ban https://goo.gl/fb/ePN1DF # mirror,2018-02-08 15:54:24,0,0,0.217,0.783,0.0,-0.5574
ICYMI: # tech # news Lyft hires Tesla’s President of Sales & Service as COO http://dlvr.it/QFc3rC  | http://bit.ly/2vIfQaF pic.twitter.com/mV2ZlHyZGe,2018-02-08 15:54:10,0,0,0.0,1.0,0.0,0.0
"# howto Easy Tesla Coil!: Wireless electricity is here! From wirelessly powered lighting to wireless chargers and even wireless smart homes, wireless transmission of power is an emerging technology with innumerable applications. A light bulb powered with… http://www.instructables.com/id/Easy-Tesla-Coil/?utm_source=dlvr.it&utm_medium=twitter …",2018-02-08 15:54:05,0,0,0.0,0.846,0.154,0.7339
Bir @ YouTube oynatma listesine video ekledim: http://youtu.be/bPnU84Ewiig?a  Bentayga vs Tesla two giantsa runway enjoy watching the video,2018-02-08 15:54:04,0,1,0.0,0.833,0.167,0.4939
Tesla playing Bowie/Bowie playing Tesla # drawingoftheday # dibujodeldia año 3 día 193 / year 3… https://www.instagram.com/p/Be9HG9jD3tU/,2018-02-08 15:53:57,0,1,0.0,0.753,0.247,0.3818
@ elonmusk can you loan me a skydiving Tesla ??? https://m.youtube.com/watch?v=odHRx-9JPBk …,2018-02-08 15:53:48,0,1,0.0,1.0,0.0,0.0
Your Tesla Model 3 Delayed? More Time To Get Your Personal Charging Infrastructure Ready (Video): CleanTechnica http://cleantechnica.com/2018/02/08/tesla-model-3-delayed-time-get-personal-charging-infrastructure-ready-video/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+IM-cleantechnica+%28CleanTechnica%29 … # environment,2018-02-08 15:53:47,0,0,0.096,0.759,0.145,0.2406
I’ve got the Tesla radio turned way up using the power from my solar helmet supply. Listening to Prism Spaceship superstar 1977 check it out,2018-02-08 15:53:44,0,0,0.0,1.0,0.0,0.0
Oooh does that mean you're going to post your FTP numbers?? And is it true you and @ elonmusk are working on a turbo trainer that converts effort to electricity and stores it in a tesla power wall?,2018-02-08 15:53:38,0,3,0.0,0.911,0.089,0.5171
An idea? Auction off ownership of that Tesla. Proceeds to a worthy cause.,2018-02-08 15:53:27,0,0,0.0,0.791,0.209,0.4404
I liked a @ YouTube video http://youtu.be/FIjNzHDFHpA?a  The Tesla Roadster Should Be Melting... [SPACE IS FAKE],2018-02-08 15:53:23,0,0,0.0,0.811,0.189,0.4215
"So we fired a Tesla at Mars and missed. This is it folks, we launched a car with no clear direction and it is going to land on an alien world and this is how we start the first interplanetary war. This is what all of humanity has lead to.",2018-02-08 15:53:14,0,3,0.209,0.721,0.07,-0.8434
"Elon Musk’s Tesla overshot Mars’ orbit, but it won’t reach the asteroid belt as claimed: https://www.theverge.com/platform/amp/2018/2/6/16983744/spacex-tesla-falcon-heavy-roadster-orbit-asteroid-belt-elon-musk-mars …",2018-02-08 15:53:07,0,0,0.0,0.929,0.071,0.0387
"Tesla factory has had higher injury rate than industry average, study finds - MarketWatch http://ref.gl/tDcqVMp3",2018-02-08 15:53:07,0,0,0.177,0.823,0.0,-0.4215
I liked a @ YouTube video http://youtu.be/CIhwHhb39A8?a  Tesla worth the risk?,2018-02-08 15:53:05,0,0,0.173,0.411,0.416,0.4515
Watching @ thegrandtour @ JeremyClarkson testing the Tesla Model X that's one hell of a car,2018-02-08 15:52:52,0,1,0.295,0.705,0.0,-0.6808
"A $675,350,000 loss !!!!!!!! Tesla reports skyrocketing losses as Musk shares ‘last pic’ of his roadster en route to Mars — RT Business News https://www.rt.com/business/418173-tesla-reports-record-loss/ …",2018-02-08 15:52:51,0,0,0.21,0.715,0.075,-0.6083
Per quelli che consideranouno spreco lanciare nello spazio una Tesla: https://twitter.com/b0yle/status/961749411960246272 …,2018-02-08 15:52:46,8,29,0.0,1.0,0.0,0.0
"I see you, Brian with the tesla iralo",2018-02-08 15:52:45,0,0,0.0,1.0,0.0,0.0
she in the tesla she can’t even hear u,2018-02-08 15:52:43,0,0,0.0,1.0,0.0,0.0
"Tesla was accidently accessing higher dimensions and stealing knowledge from Yakub, otherwise he was a retard pic.twitter.com/QKCqqFTV48",2018-02-08 15:52:32,1,5,0.336,0.664,0.0,-0.7964
"Hey @ elonmusk, with another @ Tesla model 3 delay, can I just get a model S for 60k and call it good? Was hoping to give my old car to my upcoming 16 yo, looking less likely.",2018-02-08 15:52:24,0,4,0.062,0.784,0.154,0.5267
tesla launched a car into space meanwhile on earth @ MTA still has signal problems,2018-02-08 15:52:12,0,0,0.178,0.724,0.099,-0.296
# TeslaRoadster,2018-02-08 15:52:09,0,0,0.0,1.0,0.0,0.0
"Tesla agranda su http://agujero.Su  idea de vehículo será el futuro, pero ellos no lo http://xn--disfrutarn-04a.Andisfrutarán.An álisis | Elon Musk toca el violín mientras arde Tesla https://cincodias.elpais.com/cincodias/2018/02/08/companias/1518089160_662940.html?id_externo_rsoc=TW_CC … vía @ CincoDiascom",2018-02-08 15:52:08,0,0,0.081,0.919,0.0,-0.296
"Как же человек любит на пустом месте создавать себе кумиров: PayPal - редкое говно, Tesla - забавная и дорогая игрушка, а полеты на Марс... Что ж, мир знал и более наглых аферистов.",2018-02-08 15:52:07,0,0,0.0,1.0,0.0,0.0
All Hell Broke Loose When Two Journalists Snuck Into A Tesla Factory http://ref.gl/piqhB68q,2018-02-08 15:52:06,0,0,0.519,0.481,0.0,-0.8658
Fastest car in the universe? Starman Tesla Roadster @ 20 km/s. Ferrari and others - are you playing catch up anytime soon? @ elonmusk @ tesla,2018-02-08 15:52:02,0,0,0.0,0.907,0.093,0.2869
"# Após ter carro no espaço, Tesla divulga prejuízo recorde no fim de 2017 | Auto Esporte - http://zlotonews.com/apos-ter-carro-no-espaco-tesla-divulga-prejuizo-recorde-no-fim-de-2017-auto-esporte/ … Crie seu Website https://Linook.com",2018-02-08 15:52:00,0,0,0.196,0.804,0.0,-0.5267
@ alex_riveiro un pregunta... ¿es posible ver el Tesla se # Starman con telescopio o prismaticos?,2018-02-08 15:51:58,0,1,0.0,1.0,0.0,0.0
"Interesting perspective on why # FalconHeavy carried no NASA science payload, and why @ SpaceX flew a @ Tesla Roadster instead: http://thehill.com/opinion/technology/372994-spacex-could-save-nasa-and-the-future-of-space-exploration …https://twitter.com/LarsTheWanderer/status/961748081476714496 …",2018-02-08 15:51:42,77,109,0.105,0.766,0.129,0.128
Do you think @ Tesla cars are # luxurious or not? # ElectricVehicles # ElectricCars # TeslaModel3https://www.gearbrain.com/tesla-technology-and-luxury-2532481970.html …,2018-02-08 15:51:42,0,0,0.0,1.0,0.0,0.0
Tesla is helping to construct a 250MW virtual power station in South Australia http://twib.in/l/5B7bEX4XgpqG  via @ richardbrand,2018-02-08 15:51:38,0,0,0.0,0.864,0.136,0.296
I grew in Colorado in the same time period and people like Harding and her husband were listening to butt rock shit like Tesla and Guns N Roses or country. Ain't none of them were listening to Chicago.,2018-02-08 15:51:38,0,0,0.087,0.793,0.12,0.1027
-Falcon Heavy: Elon Musk Jokes About Confused Aliens Finding His Tesla | Inverse http://bit.ly/2C4umIP,2018-02-08 15:51:28,0,0,0.15,0.719,0.131,-0.0772
Si quieren ver la estupidez humana en todos los idiomas vayan a los comments del live streaming del Tesla en el espacio.,2018-02-08 15:51:20,0,1,0.0,1.0,0.0,0.0
Sólo hombres como @ elonmusk puede romper paradigmas y tener una foto de un auto en el espacio. @ Tesla https://twitter.com/cafecnn/status/961665880966029322 …,2018-02-08 15:51:18,0,1,0.0,1.0,0.0,0.0
Elon Musk's Tesla sports car in space. My toon in today's Herald Sun FalconHeavy TeslaInSpace ElonMusk http://toplocalnow.com/au/melbourne/at/10#t12614384 …,2018-02-08 15:51:17,0,0,0.0,1.0,0.0,0.0
Запущенный в космос автомобиль # Tesla признали спутником https://goo.gl/MV36Cz pic.twitter.com/sXfXWFOnEl,2018-02-08 15:51:12,0,0,0.0,1.0,0.0,0.0
