text,date,retweets,favorites,negative,neutral,positive,compound
Check out Knit UNITED Airlines Navy Blue Day Soft Throw Blanket John Horsfall Travel Seale http://www.ebay.com/itm/-/282822831075?roken=cUgayN&soutkn=8UFnUM … via @ eBay # blanket # unitedAirlines,2018-02-06 15:54:11,0,0,0.0,0.843,0.157,0.5473
Follow U.S. Olympic Team aboard United Airlines to PyeongChang2018. # UnitedAirlines https://milesreport.com/airlines/ua/news#t15679 …,2018-02-06 15:54:03,0,0,0.0,0.698,0.302,0.4404
@ united @ TeamUSApic.twitter.com/zcMnYDseRN,2018-02-06 15:53:49,0,0,0.0,0.263,0.737,0.4215
Got to SFO at 11am for a 1:15 flight to Newarkpic.twitter.com/c2yt3rY0G3,2018-02-06 15:53:32,0,0,0.0,1.0,0.0,0.0
Officially reached a new low with @ united,2018-02-06 15:52:08,2,1,0.226,0.323,0.452,0.2732
Traveling to Chicago to speak @ Team_Penske and my flight with @ united your first class service is THE BEST!! My flight attendant knew my name. So as I hated on @ JetBlue last week as they stranded me in JFK..And by the way I never received credit they promised ;( # GoUnted,2018-02-06 15:51:57,0,1,0.112,0.706,0.182,0.6315
Awesome. Nothing like catching something from the ocean and eating it later that day.,2018-02-06 15:51:34,0,0,0.0,0.645,0.355,0.765
Dang right we are!,2018-02-06 15:50:12,0,1,0.0,1.0,0.0,0.0
"No worries, we're glad it was a great experience. Thanks for sharing this with us. ^JR",2018-02-06 15:50:09,0,1,0.187,0.336,0.478,0.8316
"Can you provide your confirmation number in DM, Arthur? ^KFhttps://twitter.com/messages/compose?recipient_id=260907612 …",2018-02-06 15:48:01,0,0,0.0,0.844,0.156,0.168
Do mile-high club members get to pre-board?,2018-02-06 15:48:01,0,0,0.0,1.0,0.0,0.0
. That just made me lol,2018-02-06 15:47:31,0,0,0.0,0.588,0.412,0.4215
@ united great crew from EWR-NRT. From the captain to the flight attendants.,2018-02-06 15:47:30,0,0,0.0,0.592,0.408,0.7845
"Upgrades make business travel, especially travel with a late arrival, so much more pleasant. @ united pic.twitter.com/KGAJ5TBGgh",2018-02-06 15:47:11,0,1,0.0,0.652,0.348,0.7867
@ united - And why not call me back? They have my number on my Mileage Plus Account profile. Geez. Come on.,2018-02-06 15:47:08,0,0,0.0,0.814,0.186,0.4767
Right. Gonna go fishing I hope.,2018-02-06 15:46:54,0,0,0.0,0.58,0.42,0.4404
But we aren’t going to make it. Your flight delayed us twice.,2018-02-06 15:46:17,0,0,0.147,0.853,0.0,-0.2263
"We're glad to hear this, and hope you have a great flight, Arthur. ^KF",2018-02-06 15:45:41,0,0,0.0,0.5,0.5,0.875
pic.twitter.com/eu6Oo07abc,2018-02-06 15:45:01,1,12,0.0,1.0,0.0,0.0
@ united - Terrible customer service with United today. On hold with an agent who finally transferred me to supervisor and the line disconnected. An hour call now I am calling the 800#yet again.,2018-02-06 15:44:58,0,0,0.084,0.763,0.153,0.3612
Will be fun and much warmer in SouthPadre than here.,2018-02-06 15:43:47,0,0,0.0,0.593,0.407,0.6705
"On UA1416 out of Houston, we have seats 18D & 18F",2018-02-06 15:43:19,0,0,0.0,1.0,0.0,0.0
"I still don’t have my bag @ United. I just spoke to a lovely gentleman at the Premiere luggage office, but frankly, I’ve lost hope. Sincerely, a passenger that travels a lot. https://twitter.com/united/status/959433752135876608 …",2018-02-06 15:42:53,0,0,0.079,0.591,0.33,0.8537
"We are booked on 1416 to LAX, but they are boarding now.",2018-02-06 15:41:27,0,0,0.0,1.0,0.0,0.0
"'Whatever happens, I love my family at United' via @ united https://hub.united.com/united-employee-fights-cancer-2504976994.html …",2018-02-06 15:41:15,0,5,0.0,0.417,0.583,0.8689
Still on the flight 6151 as we taxi into Houston terminal.,2018-02-06 15:40:56,0,0,0.0,1.0,0.0,0.0
Sudo with password...,2018-02-06 15:40:31,0,0,0.0,1.0,0.0,0.0
Shame,2018-02-06 15:40:26,1,1,1.0,0.0,0.0,-0.4767
"If you need any assistance, please send your confirmation number in DM. We do have a new waiver out for the Ohio Valley and Northeast. ^KFhttps://twitter.com/messages/compose?recipient_id=260907612 …",2018-02-06 15:39:08,0,0,0.0,0.865,0.135,0.3818
@ united more than 3hours with agent from customer service and no solution for my issue! Very bad customer service and very old school company # noflyingwithunited # unitedworstairline,2018-02-06 15:38:37,0,0,0.188,0.659,0.153,-0.2926
@ united you should be ashamed of yourselves not allowing @ MarleysMutts to fly to NY w/ a beautiful precious Pitbull who wouldn't hurt a fly because of your stupid requirements to seal her up like she's an attack dog. How can you stop this puppy from finding her forever home??,2018-02-06 15:38:33,0,0,0.179,0.577,0.244,0.6412
worldwidefacts: United Airlines Flight 175 crashing into the South Tower of the World Trade Center in... https://tmblr.co/ZCKMlo2Ut_0h7,2018-02-06 15:37:39,0,0,0.0,0.851,0.149,0.4215
"Kudos to AD at united social customer care. They addressed our situation from earlier today pretty dang fast. Watch out Delta, I might have to switch lol @ united",2018-02-06 15:37:32,0,0,0.0,0.537,0.463,0.9524
Thank you,2018-02-06 15:37:14,0,0,0.0,0.286,0.714,0.3612
そうなんですね。だからロスで息子さんとのお食事とかアップされてるんですね失礼しました。お忙しいのに返信いただいてありがとうございます。 図々しいついでに伺うのですが、NY同行出来ないと言うのはWOWOWさんの放送予定があるけど福原さんが行かれないということでしょうか？,2018-02-06 15:36:59,0,1,0.0,1.0,0.0,0.0
"Let us know if you need a hand with anything, Diana. ^KF",2018-02-06 15:36:40,0,0,0.0,0.758,0.242,0.4939
JH Girls Basketball @ United tomorrow has been cancelled and will not be rescheduled.,2018-02-06 15:36:37,0,0,0.127,0.696,0.177,0.2023
Sounds to me that @ united really doesn’t care and they are not sorry for making you and 30 other senior citizens missing the cruise of a life time. I know if @ Delta has this issue they would move heavens and earth to help you.,2018-02-06 15:36:14,0,1,0.043,0.704,0.252,0.8658
# UnitedAirlines continues to expand its long-haul route network and wide-body fleet. # aircraft # airlines # avgeeks # aviation https://www.airguideonline.com/united-continues-to-expand-its-long-haul-route-network-and-wide-body-fleet/ …pic.twitter.com/sLranrb9AV,2018-02-06 15:36:06,0,0,0.0,0.867,0.133,0.3182
Awesome. Hope they have fun.,2018-02-06 15:35:16,0,0,0.0,0.163,0.837,0.8834
"I’m glad @ united is cracking down on this, but I wish they’d done it sooner. I sat next to the peacock on a UA flight in June and still have nightmares. https://twitter.com/washingtonpost/status/959226174483333121 …",2018-02-06 15:34:07,1,3,0.0,0.777,0.223,0.7543
# DOG BREED DISCRIMINATION . @ united # UNITED # LAX CLAIMS TO BE “PET FRIENDLY” SO LONG AS IT’S NOT A # PITBULL PLZ CHANGE YOUR SHAMEFUL AND UNFAIR CRATE RULES # UNITEDAIRLINES PLZ WATCH . @ MMDogRescue VIDEO & LET UNITED KNOW YOUR THOUGHTS https://m.facebook.com/story.php?story_fbid=10155163208667478&id=121828852477 …pic.twitter.com/wzxC6HN3Sv,2018-02-06 15:33:47,23,7,0.153,0.572,0.275,0.6329
Thanks......no words right about now.,2018-02-06 15:32:51,0,0,0.0,1.0,0.0,0.0
"Wow, nice! Ae you able to get in with a United pass?",2018-02-06 15:31:37,0,1,0.0,0.452,0.548,0.8655
Have you tried @ Lufthansa_USA or @ TK_US?,2018-02-06 15:30:44,0,0,0.0,1.0,0.0,0.0
Hmmm... I actually prefer @ United's new Crew Rest seats (B767-300) (which can sometimes be selected by # Premier1K on NYC-LHR) over the proposed Premium Plus (Premium Economy) seats. They just look better. # Travel # TravelTuesday # Airlines # AirlineNews # FrequentFlyer # StarAlliancepic.twitter.com/acepBqKytu,2018-02-06 15:29:24,0,0,0.0,0.923,0.077,0.4404
@ united what the hell is wrong with YOU Shame shame on you Never will I fly @ united Your pet friendly.. I think not Let her fly!!!!!!!!!,2018-02-06 15:29:20,0,0,0.39,0.466,0.145,-0.8877
@ united shame on you for doing what you did to Kiera. Marley Mutts is a great organization doing good. How dare you threat a dog like this.,2018-02-06 15:29:09,0,0,0.172,0.503,0.325,0.7003
I'm happy to get you a RT ticket w United Airlines miles (I have a vast pile). DM or email Nitabach@yale.edu to coordinate.,2018-02-06 15:29:02,0,7,0.0,0.735,0.265,0.7579
"1 week from today I take my boys on their first flights. @ united from # MSP to # IAH (784). It'll be early but they are excited to earn their ""wings"". # springBreak",2018-02-06 15:28:35,0,8,0.0,0.839,0.161,0.6124
I bet @ united would have trouble dragging an # Olympian off the plane.https://twitter.com/united/status/961009684642643968 …,2018-02-06 15:26:17,0,0,0.186,0.621,0.193,0.0258
I'm looking forward to riding on the new @ Lufthansa livery! Looks fantastic on the @ Boeing B747-8!!! Maybe @ United will finally get the hint!!! # Travel # TravelTuesday # Airlines # AirlineNews # FrequentFlyer # Premier1K # StarAlliancepic.twitter.com/UcwEEbKu1k,2018-02-06 15:26:00,0,0,0.0,0.787,0.213,0.8209
@ united Breed Discrimination is not acceptable! Please know better and do better. https://twitter.com/MMDogRescue/status/961004825717731328 …,2018-02-06 15:25:43,0,0,0.189,0.384,0.427,0.7156
"Hey Kristen, we're so glad to hear that Scheovauni was able to assist. We would like to make sure that we share your kind words with her team, please DM your confirmation number and further details about your experience. ^TPhttps://twitter.com/messages/compose?recipient_id=260907612 …",2018-02-06 15:23:59,0,1,0.0,0.649,0.351,0.942
Switching to United for better service?! Man you are going to be disappointed...,2018-02-06 15:23:40,0,0,0.0,0.647,0.353,0.7177
Nothing like flying @ united to make you really appreciate @ JetBlue,2018-02-06 15:22:09,0,0,0.0,0.458,0.542,0.807
A big thank you to Scheovauni Thompson at @ ewr for fixing the mess I had made with my @ United reservation - and she even got me on an earlier flight. Such a different experience than the one i had with a @ United manager Sunday night at @ rdupic.twitter.com/oXyqr8mL47,2018-02-06 15:21:08,3,8,0.053,0.777,0.17,0.6808
@ united @ MarleysMuttsPR United’s pet transport policy needs to be re-evaluated. Breed discrimination should not be a part of it. Preventing transport of rescue animals is very bad PR. I don’t think you need more of that...,2018-02-06 15:20:59,0,0,0.119,0.732,0.149,0.2975
". @ united and @ msudenver are teaming up and taking off, hoping to create a full flight of future pilots. Watch @ DenverChannel at 5p to learn about a new first-of-its-kind industry program that will hopefully alleviate the growing pilot shortage.pic.twitter.com/Xc40FVNAWM",2018-02-06 15:19:34,2,4,0.0,0.719,0.281,0.8779
"Hey Russ, we never mean to keep you waiting. Have you received your bags? ^AD",2018-02-06 15:19:01,0,0,0.0,1.0,0.0,0.0
. @ DeltaAirlines tries a new boarding process which falls flat. Same system # UnitedAirlines has used for years. Don't know why # DeltaAirlines can't make it work. # airtravel https://yhoo.it/2nHirfE pic.twitter.com/mrUxiwWXKj,2018-02-06 15:19:00,0,0,0.0,1.0,0.0,0.0
Denver-area college partners with @ united for a unique # pilot career program.http://www.9news.com/mobile/article/money/united-airlines-msu-denver-partner-to-create-new-pipeline-of-pilots/73-515228197 …,2018-02-06 15:18:57,1,3,0.0,0.763,0.237,0.4215
The # flightattendant insisted that I gate check my # smallcarryon which I had # fit in the # headcompartement many times in the past.,2018-02-06 15:18:21,0,0,0.0,0.878,0.122,0.3612
I’m glad they did the right thing.,2018-02-06 15:18:00,1,2,0.0,0.667,0.333,0.4588
僕は拠点がロスなんです。でも来週から日本に出張なんでNYは残念ながら同行出来ないんです。,2018-02-06 15:17:57,0,1,0.0,1.0,0.0,0.0
They are the worst,2018-02-06 15:17:22,0,0,0.577,0.423,0.0,-0.6249
I don't know what I would've done without the flight attendants on United flight 1672. They calmed me down during an anxiety attack mid flight and I am so incredibly grateful. @ united @ united @ united,2018-02-06 15:16:38,0,7,0.103,0.491,0.406,0.9348
@ united # sure enough I # lost my # flight. # closeconnection etewenthe two # flights and far away # gates from each other they are # booking me for 6.39 pm onesi#annoying,2018-02-06 15:16:28,0,0,0.078,0.748,0.173,0.4215
wow @ united is the new @ SpiritAirlines with this Basic Economy,2018-02-06 15:15:50,0,0,0.0,0.548,0.452,0.765
Random outtake... sometimes I model.. the day I was on set at United Airlines pic.twitter.com/7B3s5fjc5M,2018-02-06 15:15:30,2,8,0.0,0.811,0.189,0.4215
"Hey Anthony, we imagine this must be a challenging time for your family, and send our condolences for your loss. If you decide to move forward with changes, you can request to be reimbursed by Refunds. Please provide supporting documents here:http://bit.ly/1qsn6d7 . ^JR",2018-02-06 15:14:30,0,0,0.05,0.803,0.148,0.5423
"Hey @ united this is Steve, my emotional support blue whale. Do you have a plane that can accommodate him? He really calms me when I'm traveling. pic.twitter.com/krkosKdrKt",2018-02-06 15:14:23,4,6,0.0,0.694,0.306,0.8268
The gate agent (Amir) cannot understand basic English. He is really struggling with boarding flight 486 ORD-LAX. @ united please look into this as passengers are getting confused.,2018-02-06 15:14:15,0,0,0.161,0.687,0.152,-0.0754
Oh I feel that. Just got a similar good backup pair from @ united. Condolences,2018-02-06 15:13:51,0,0,0.0,0.637,0.363,0.6908
pic.twitter.com/FrKZqkJNFU,2018-02-06 15:13:31,0,0,0.0,1.0,0.0,0.0
Sounds like @ united screwed over my parents and a bunch of senior citizens by not having any pilots to fly them out of @ dsmairport today. They missed their connection now their cruise. Parents complained that CS was no help either.,2018-02-06 15:13:09,0,0,0.205,0.636,0.159,-0.3182
"@ united Breed Discrimination is ridiculous! Change your policy and make this right! @ MMDogRescue is doing the right thing, help them! Don’t give them more obstacles! There are a lot of us Pit lovers, make a change!pic.twitter.com/EsIoKemuOL",2018-02-06 15:13:00,0,0,0.121,0.652,0.226,0.6883
@ united. You put a scared dog in a cargo hold in a ZOO crate. What is wrong with you??? Will NEVER fly you again. # unitedsuckshttps://twitter.com/mmdogrescue/status/961004825717731328 …,2018-02-06 15:12:02,1,1,0.231,0.67,0.099,-0.5775
"I know you get a ton of tweets, but I asked too, was much nicer about it and you've responded to him multiple times before even acknowledging my question. I just wanted a little info",2018-02-06 15:11:28,0,0,0.0,0.883,0.117,0.5927
"So @ united, first plane delayed due to Mechanical. That’s okay we want to be safe. But they make time up in air and my wife does the airport run. Gets to gate, the connection left 10 minutes early! 7 hour wait. Customer service says- complain online. We can’t help! Really?",2018-02-06 15:11:02,0,0,0.075,0.713,0.212,0.7951
@ united flt 719 is chasing the sun. IAD LAX pic.twitter.com/4g15vogurA,2018-02-06 15:09:28,0,0,0.0,0.763,0.237,0.4215
(Matt is the expert. And he's right.),2018-02-06 15:08:31,0,6,0.0,1.0,0.0,0.0
"If you do, please file for a refund of the cost here: http://bit.ly/1qsn6d7 . ^AD",2018-02-06 15:07:53,0,0,0.0,0.839,0.161,0.3182
@ united Maybe you should have 'Fly United + enjoy our # breeddiscrimination policy' as your new ad? Why did you refuse to allow @ MMDogRescue @ ZachSkow # Keira fly - unless she was imprisoned in a wild animal cage?,2018-02-06 15:07:15,0,0,0.12,0.624,0.256,0.7059
". @ United To the front Desk in Balboa, Panama Mr. Ricardo Lloyd - Thank you very much for everything you did for me. You deserve a Human Gold Award - You have a heart of Gold and true passion for your job.",2018-02-06 15:06:55,0,8,0.0,0.687,0.313,0.9274
"Please convey that to all of your customer reps. I was told last Friday that I could elect to pay the fee and send my daughter as unaccompanied minor. Not to mention, every other major airline has this option. I've now booked a flight with another airline.",2018-02-06 15:06:32,0,0,0.031,0.919,0.05,0.2263
That’s a pity pal. Would of been good to catch up,2018-02-06 15:06:22,0,1,0.168,0.611,0.221,0.1779
"@ Airbus A320, @ bombardierjets CRJ-700, @ BoeingAirplanes 737-800 & 777-200 of @ united Airlines around @ flyLAXairportpic.twitter.com/p6FUnQpK1V",2018-02-06 15:06:21,0,0,0.0,0.797,0.203,0.4215
@ united is the worst! # stolenbreastmilk is just the most recent situation where they dropped the ball,2018-02-06 15:05:18,0,0,0.207,0.661,0.132,-0.3802
# Denver's Metro State U partnering with @ United on industry-first career path program to head off pilot shortage. # airlines # aviation # education # CoBiz https://www.denverpost.com/2018/02/06/metro-state-united-airlines-aviation-program/ …pic.twitter.com/xRyP63oEZB,2018-02-06 15:05:11,1,2,0.084,0.798,0.118,0.2023
Will I also have to repurchase WiFi? Guessing yes,2018-02-06 15:04:11,0,0,0.0,0.722,0.278,0.4019
"We had the most incoherent flight attendant ever on a United Airlines trip from Houston to SF. She was slurring words, rambling, and incoherent. # unitedairlinesfail @ unitedairlines # UA1844",2018-02-06 15:03:48,0,0,0.0,0.899,0.101,0.4215
How to use points and miles to book a better spring vacation https://www.afar.com/magazine/15-ways-to-use-points-and-miles-to-book-a-better-spring-vacation?utm_source=sshare&utm_medium=social&utm_campaign=socialshare … via @ AFARMedia # travel # ttot # TT @ united @ dromolandcastle # Ireland # Australia @ SydneyAirport,2018-02-06 15:03:40,2,4,0.0,0.778,0.222,0.6908
"Also, it's entirely pointless, because people will just find a way around your limits.https://www.howtogeek.com/251807/how-to-enable-pasting-text-on-sites-that-block-it/ …",2018-02-06 15:02:51,2,6,0.0,1.0,0.0,0.0
"We hear your frustration. When you arrive, if you do not receive notice of compensation on board or via email, please file your details here: http://bit.ly/U46edh . ^AD",2018-02-06 15:01:23,0,0,0.102,0.822,0.076,-0.2023
Nice movie choice,2018-02-06 15:00:09,0,0,0.0,0.417,0.583,0.4215
"Hey Val, we're sorry this was the result of your recent trip. Were you able to notify the airline that you weren't going to make the flight? ^JR",2018-02-06 14:59:48,0,0,0.046,0.954,0.0,-0.0772
"The @ United IFE censors have gone a little overboard... changed “rat bastards” to “rat buzzards.” Three Billboards Outside Ebbing, Missouri is at least 5% censor-dubbed",2018-02-06 14:59:28,0,16,0.081,0.815,0.104,0.1531
Thanks for the reply. Not real thrilled about this maintenance issue causing an already long flight to now be hours and hours longer,2018-02-06 14:58:23,0,0,0.0,0.784,0.216,0.7003
United Airlines and Metro State aviation program launch unique partnership http://ht.ly/DKHT30ieEQJ,2018-02-06 14:55:05,0,0,0.0,0.781,0.219,0.4215
"We're sorry for our late response, Aaron. We see you've diverted to Chicago. we should have you back in the air by 7:30 p.m. tonight. This puts arrival to HKG at 12:37 a.m. ^AD",2018-02-06 14:55:01,0,0,0.038,0.962,0.0,-0.0772
You flew United and your harps survived?! WOW! Our recent trips to Europe have all been on Iceland Air. Great flights - AND they let you do stopovers in Iceland. Safe travels!,2018-02-06 14:54:27,0,0,0.0,0.64,0.36,0.9452
Planes can land at the same time @ flySFO ?,2018-02-06 14:54:19,0,0,0.0,1.0,0.0,0.0
Yoooo,2018-02-06 14:53:49,0,0,0.0,1.0,0.0,0.0
"Spotted earlier at our @ TeamUSA sendoff for the Olympic Winter Games 2018: # TeamUnited’s Air Raider, @ guskenworthy!pic.twitter.com/tz0yhTMIpa – bei San Francisco International Airport (SFO)",2018-02-06 14:52:18,35,212,0.0,1.0,0.0,0.0
We love having the whole family with us. Thanks for sharing these smiles on our flight. ^JR,2018-02-06 14:47:27,0,1,0.0,0.5,0.5,0.9186
Did Zach and Keira get a flight yet?,2018-02-06 14:46:34,0,0,0.0,1.0,0.0,0.0
It does look yummy. We're glad we're able to keep your tummy full. ^JR,2018-02-06 14:44:30,0,2,0.0,0.652,0.348,0.7506
Interesting. Do you think anything can be done to change PCI standards to be more supportive of the benefits of autocomplete? Or is that a hopeless cause?,2018-02-06 14:44:24,0,0,0.09,0.664,0.246,0.6313
"Absolutely!!After 39 hours of queues, lack of information, old and dirty aircrafts, shuttles, cars...we finally got home! Thank you so much for your support!",2018-02-06 14:44:16,0,0,0.165,0.634,0.202,-0.2887
bad policy,2018-02-06 14:42:53,0,0,0.778,0.222,0.0,-0.5423
@ united has the worst customer service! 1st you lose my bag then I have the pleasure of talking to the rudest agent i've ever met. # theworst,2018-02-06 14:41:41,0,0,0.286,0.539,0.175,-0.6239
United Airlines Paid Millions to Put Its Name On This Stadium. But Here's the Fine Print @ billmurphyjr https://www.inc.com/bill-murphy-jr/united-airlines-paid-millions-to-put-its-name-on-this-stadium-but-heres-fine-print.html … via @ Inc,2018-02-06 14:41:33,0,0,0.0,0.796,0.204,0.5574
# Repost @ MMDogRescue ・・・ Breed Discrimination on the part of @ united almost kept us grounded.… https://www.instagram.com/p/Be31FlsA5Ci/,2018-02-06 14:41:21,0,0,0.0,0.833,0.167,0.4215
@ PitsNParolees_ Check out Marley’s Mutts post on FB regarding United Airlines unfair transport policies for pitbulls,2018-02-06 14:40:09,0,0,0.156,0.704,0.141,-0.0772
@ ItsPittbulls Check out Marley’s Mutts post on FB regarding United Airlines unfair transport policies for pitbulls,2018-02-06 14:38:56,0,0,0.156,0.704,0.141,-0.0772
@ ZachSkow,2018-02-06 14:38:53,0,0,0.0,1.0,0.0,0.0
The first rule of incompetent security management is to make up an arbitrary rule and claim it is required for security. @ united,2018-02-06 14:38:50,4,7,0.108,0.627,0.265,0.5423
Just flew from STL to ORD on @ united and wanted to nominate Rosalie for Employee of the Month. # Bestflightattendantever.,2018-02-06 14:38:23,0,5,0.0,0.865,0.135,0.4215
@ SoloPitbullES Check out Marley’s Mutts post on FB regarding United Airlines unfair transport policies for pitbulls,2018-02-06 14:38:22,0,0,0.156,0.704,0.141,-0.0772
Wow. Didn’t think @ united had it in them https://twitter.com/tweetsoutloud/status/960585482127028224 …,2018-02-06 14:38:20,0,0,0.0,0.515,0.485,0.765
Actually not. Stuck in Houston one more night. (With your $20 compensation) Just cause the lady at the counter couldn’t see I had purchased an upgrade not that my reservation was cancelled. They totally need to work on their tech skills.,2018-02-06 14:38:01,0,0,0.048,0.91,0.042,-0.067
"@ united I need assistance, pls DM me",2018-02-06 14:36:45,0,0,0.0,0.494,0.506,0.4767
"I understand, however our Baggage team is who keeps track of all of that information. To clarify, did you file a baggage claim with our team at the airport. Can you send that over in a DM? ^RYhttps://twitter.com/messages/compose?recipient_id=260907612 …",2018-02-06 14:36:39,0,0,0.0,1.0,0.0,0.0
"@ united United Airlines, supposedly pet friendly, have unfair rules regarding transport for pitbulls.",2018-02-06 14:36:22,0,0,0.148,0.431,0.421,0.6908
"okay, there is something seriously weird going on... first free hot meals like the old days (eg not delicious but still kinda nice) and now @ KINDSnacks bars instead of pretzels? What up @ united? And thanks!",2018-02-06 14:35:32,0,1,0.104,0.597,0.299,0.8706
Don't forget the emotional support peacock which was refused by United Airlines for an internal flight this week. REally!,2018-02-06 14:35:31,0,0,0.145,0.558,0.297,0.5878
You should be ashamed @ united breed discrimination is wrong,2018-02-06 14:35:14,0,0,0.413,0.4,0.187,-0.5267
@ united you should be ashamed of your company. Breed discrimination is wrong. You should not have turned down @ MMDogRescue from getting to NY!!!,2018-02-06 14:34:14,0,0,0.237,0.669,0.094,-0.6458
"@ FlyFrontier Fiancé still not helped. Wandering around LAS airport with new puppy, and worried. We should have booked with @ united or @ SouthwestAir lesson learned for life.",2018-02-06 14:33:04,0,0,0.076,0.828,0.097,0.1531
Breed Discrimination on the part of @ united almost kept us grounded. When are going to learn… https://www.instagram.com/p/Be30ER8F4xC/,2018-02-06 14:32:59,26,18,0.0,0.851,0.149,0.4215
Proud of @ afa_cwa leader @ FlyingWithSara for her work with airline employers on zero tolerance policies against sexual harassment. @ AlaskaAir and @ United stepped up now what about the rest? # 1uhttps://twitter.com/flyingwithsara/status/960939624632897536 …,2018-02-06 14:32:08,3,11,0.096,0.683,0.221,0.5574
Thrilled that @ Rebecca_H_G and I booked our honeymoon with @ aircanada and @ united this coming April - Hawaii bound!,2018-02-06 14:31:51,0,0,0.0,0.7,0.3,0.7177
"Nice, we're glad our flight could bring you together. Cheers. ^JR",2018-02-06 14:31:44,0,1,0.0,0.473,0.527,0.836
Here's a chart comparing the elite spend requirements and methods to avoid them with credit card spending and residency waivers: https://www.dansdeals.com/points-travel/elite-status/delta-increases-credit-card-spend-waiver-top-tier-status-250000-roundup-american-delta-united-elite-spend-waiver-policies/ … @ AmericanAir's policies are by far the most draconian here.,2018-02-06 14:31:38,1,1,0.069,0.849,0.082,0.1027
Hi there. Can you provide the confirmation number for your travel in DM? We can take a look. ^KFhttps://twitter.com/messages/compose?recipient_id=260907612 …,2018-02-06 14:30:47,0,0,0.0,0.911,0.089,0.168
Gotta love when flying # UnitedAirlines you sit next to a # retired United Pilot # feelingsafe,2018-02-06 14:30:24,0,0,0.0,0.611,0.389,0.7906
"Thank you, but can they provide me with the required info? We have already logged a claim, but the police need more info to check CCTV, such as which belt the bag was on and what time it came in. Thank you.",2018-02-06 14:29:41,0,0,0.0,0.886,0.114,0.6124
Breed Discrimination on the part of @ united almost kept us grounded. When are going to learn… https://www.instagram.com/p/Be3zKBFnpnf/,2018-02-06 14:29:16,11,15,0.0,0.851,0.149,0.4215
@ united can we deal with what this means for me BEFORE I land??? I’m awaiting your guidance. Thanks,2018-02-06 14:28:38,0,0,0.0,0.706,0.294,0.7383
This is such BS # UnitedAirlines # DogDiscrimination # boycotthttps://twitter.com/Vlmarker/status/960998527500304385 …,2018-02-06 14:28:10,0,0,0.0,1.0,0.0,0.0
For just $400 per year you too can enjoy a @ JELLO pudding cup in the @ united Club! # smh # pleasedobetter # LAXpic.twitter.com/UFXxB4Ye7D – bei United Club,2018-02-06 14:27:50,0,1,0.076,0.625,0.299,0.7777
Shame on # UnitedAirlines https://m.facebook.com/story.php?story_fbid=10155163208667478&id=121828852477&refid=52&__tn__=%2As%2AsR-R …,2018-02-06 14:27:43,0,0,0.508,0.492,0.0,-0.4767
@ UnitedAirlines I really don’t see why you won’t let pitbulls fly on planes. Thats not ok guys,2018-02-06 14:26:38,0,0,0.112,0.888,0.0,-0.2235
